Label,statement,subjects,speaker_name,speaker_job,speaker_state,speaker_affiliation,statement_context
half-true,"Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000.",economy$housing$jobs,babur-lateef,eye surgeon,Virginia,democrat,a YouTube video.
half-true,"Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year.",health-care$medicare,kathleen-sebelius,U.S. Health and Human Services Secretary,Kansas,democrat,"a speech at the Democratic National Convention in Charlotte, N.C."
half-true,"My opponent here has accepted money from Freddie Mac, Fannie Mae (and) hosted subprime mortgage seminars.",economy$housing,jeff-greene,,Florida,democrat,a public debate in West Palm Beach
half-true,"Jeff Weems legal record is one of defending BP, Enron and just about every big oil company against the working man.",candidates-biography$energy,david-porter,Certified Public Accountant,Texas,republican,a press release.
extremely-false,I didn't endorse the federal stimulus bill.,economy$stimulus$taxes,charlie-crist,,Florida,democrat, an interview on CNN
true,John McCain opposed bankruptcy protections for families who were only in bankruptcy because of medical expenses they couldn't pay.,bankruptcy,barack-obama,President,Illinois,democrat,"a speech in Chicago, Ill."
mostly-true,Says under the Romney-Ryan budget ... the American Opportunity Tax Credit for college tuition would be eliminated.,education,barack-obama,President,Illinois,democrat,a campaign email to New Hampshire press Aug. 21
mostly-true,It would be illegal for the Fulton County Commission to raise the county tax rate.,county-government,john-albers,,,republican,In an emai to constituents
false,Repealing the health care law would save $95 billion in 2016.,federal-budget$health-care,mitt-romney,Former governor,Massachusetts,republican,an op-ed in USA Today
false,Miami-Dade has the nations highest-rated tap water.,county-budget$environment$water,miami-dade-county,,Florida,none,a county budget document
barely-true,Rand Paul supports Obamas negotiations with Iran.,candidates-biography$foreign-policy$nuclear,foundation-secure-and-prosperous-america,,,republican,an ad
false,I kicked crooked cops and government officials off the public pension rolls.,candidates-biography$crime$ethics$job-accomplishments$legal-issues,joseph-fernandez,,Rhode Island,democrat,a candidate mailing
mostly-true,The Obama administration is refusing to directly arm the Kurds.,foreign-policy$iraq$terrorism,ted-cruz,Senator,Texas,republican,comments on CNN's State of the Union
half-true,"By the time you drink your coffee, an elephant is killed for its ivory tusks.",animals$environment$trade,minka-kelly,,,newsmaker,a post on Instagram
mostly-true,"We have at least 200,000 to 300,000 hate crimes in a given year.",crime$criminal-justice$diversity,cornell-william-brooks,,,democrat,comments on Face the Nation
barely-true,"Newgard owed more than $13,000 for unpaid taxes on his $1 million Milwaukie apartment complex.",message-machine-2012$taxes,future-pac-oregon-house-democrats,campaign committee,Oregon,democrat,a campaign ad
half-true,President Obama is shrinking our military.,federal-budget$military,mitt-romney,Former governor,Massachusetts,republican,"a speech in Las Vegas, Nev."
barely-true,Weve had the lowest health care inflation in history because of Obamacare.,economy$health-care$medicaid$medicare,gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,a radio interview
half-true,"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.",ethics$message-machine-2012$taxes,barack-obama,President,Illinois,democrat,a campaign ad
half-true,Each U.S. House member who voted to overhaul Social Security in 1983 was re-elected.,bipartisanship$social-security,saxby-chambliss,U.S. Senator,Georgia,republican,a speech
half-true,"Washington, D.C., now has greater population than Wyoming and Vermont, more active duty military than 29 states, more tax revenue than 29 states (and) a larger domestic product than 27 states.",elections,facebook-posts,Social media posting,,none,on the Internet
true,On deporting illegal immigrants.,immigration,mitt-romney,Former governor,Massachusetts,republican,a column
false,"Another one he should veto is the SCHIP program, which he should say 'Take the C out of, because now it's for everybody, like every other entitlement program.'",health-care,john-mccain,U.S. senator,Arizona,republican,"Dearborn, Mich."
extremely-false,"Former Alaska Governor Sarah Palin was right that President Barack Obamas health care bill created what would, in effect, be death panels.",health-care,newt-gingrich,Co-host on CNN's Crossfire,Georgia,republican,a Republican presidential debate
barely-true,"If the state turns down money for high-speed rail, it will kill nearly 10,000 permanent Wisconsin jobs.",jobs$transportation,sierra-club,,,none,a news release issued by the group's John Muir chapter in Wisconsin
half-true,Says Gov. Scott Walkers budget includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.,state-budget$taxes,one-wisconsin-now,,Wisconsin,organization,a news release
barely-true,Eric Cantor voted to fully fund Obamacare in October.,health-care$voting-record,dave-brat,College professor,Virginia,republican,a radio ad.
mostly-true,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.",federal-budget,marco-rubio,U.S. Senator,Florida,republican,a campaign video
false,Its factually correct to say that Jennifer Brunner inherited at least 18 lawsuits when she came into the office that were a result of Ken Blackwells mismanagement of the 2004 election.,elections$government-efficiency,maryellen-oshaughnessy,Franklin County clerk of courts,Ohio,democrat,a radio interview
extremely-false,It takes as much energy to make a solar panel as it likely generates in its entire life.,energy$environment,jd-alexander,State senator,Florida,republican,a news article
true,On the Keystone XL pipeline,environment,hillary-clinton,Presidential candidate,New York,democrat,in the first Democratic debate
mostly-true,I was speaking out on pension reform almost 17 years ago.,candidates-biography$debt$deficit$economy$government-regulation$history$job-accomplishments$labor$pensions$retirement$state-budget$state-finances$taxes$unions$wealth$workers,ernest-almonte,auditor,Rhode Island,independent,an interview on WLNE's On the Record
mostly-true,Says Texas is dead last in support for mental health.,health-care$public-health$state-budget$state-finances,wendy-davis,state senator,Texas,democrat,a Twitter post.
half-true,Says Lee Fisher wanted a $1.1 billion tax increase which could have driven countless jobs out of state.,economy$message-machine$stimulus$taxes,american-crossroads,,,republican,an election ad
half-true,Today we stand as the highest-performing urban school district in America.,education,alberto-carvalho,Miami-Dade schools superintendent,Florida,none,comments to the Miami-Dade legislative delegation
true,The United States has experienced 40 straight months of unemployment at 8 percent or higher.,economy$jobs,diane-black,Member of Congress,Tennessee,republican,a press release.
half-true,"In this bill that Ive just signed, we dont cut anybodys salary. We dont take away their pension. And we dont destroy their health care.",government-efficiency$labor$state-budget,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,an interview on Fox News
extremely-false,The first round of stimulus ... it created zero jobs.,economy$jobs$stimulus,rick-perry,Governor,Texas,republican,the CNN/Tea Party Express debate
true,Says Jim Frishe wanted to tax us for doing our taxes through an accountant.,message-machine-2012$taxes,accountability-government,,Florida,none,a TV ad
false,What the facts say is ...the best scenario for kids is a loving mom and dad.,children$diversity,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,comments on Meet the Press
barely-true,(President Barack Obama) said unemployment was never gonna go over 8 percent if we passed the stimulus plan.,stimulus,chris-christie,Governor of New Jersey,New Jersey,republican,an interview on CBS News’ Face the Nation
half-true,Georgia has had the nations busiest Court of Appeals for a decade or more.,legal-issues$state-budget$states,charlie-bethel,senator,Georgia,republican,Senate chamber
extremely-false,Im beating (Kelly Ayotte) in the polls by a lot.,polls,donald-trump,President-Elect,New York,republican,an interview with the Washington Post
false,"You cant read a speech by George Washington . . . without hearing him reference God, the Almighty.",pundits$religion,rush-limbaugh,Radio host,,none,a radio broadcast
false,"We have trade agreements with 20 countries, and we have trade surpluses with each one of those 20.",trade,don-beyer,8th District congressional candidate,Virginia,democrat,an interview.
barely-true,Says Ronald Reagan got the Saudis to flood the market with cheap oil.,energy$foreign-policy$history,michael-reagan,,,republican,an op-ed on Townhall.com
barely-true,"Says potential Democratic opponent Mary Burke implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.",jobs,scott-walker,Milwaukee County Executive,Wisconsin,republican,an interview
false,You know how many children in the history of the United States have died in a fire (at school)? Zero.,education$guns$public-safety,greg-steube,"Sarasota state representative, District 73",Florida,republican,a Florida House judiciary committee hearing
mostly-true,Oil money from federal leases can only be used to clean up the mess and damages from drilling.,environment,bill-nelson,,Florida,democrat,a statement.
barely-true,"On HealthCare.Gov, Texan Mark Sullivan found a good health insurance plan that includes dental, for less than $80 a month.",corrections-and-updates$health-care,kathleen-sebelius,U.S. Health and Human Services Secretary,Kansas,democrat,an oped column in the Austin American-Statesman
half-true,Says Donald Trump said a woman should be punished for exercising her right to choose.,abortion,barbara-boxer,U.S. Senator,California,democrat,remarks at the Democratic National Convention in Philadelphia
barely-true,"On my last trip to New Hampshire, I think I met the guy who founded the first and only bank since Dodd-Frank passed, since the financial crisis. One bank in the country.",financial-regulation,jeb-bush,,Florida,republican,a speech at Politics and Eggs
barely-true,"No, I did not (have illegal immigrants working at his mansion).",immigration,mitt-romney,Former governor,Massachusetts,republican,"St. Petersburg, Fla."
half-true,Most of the Bush tax cuts went to people in the top 3 percent of this country.,taxes,jim-mcdermott,U.S. Representative,Washington state,democrat,an interview with MSNBC's Ed Schultz
mostly-true,"Oregon House Republicans jobs plan could generate more than 50,000 jobs over five years.",jobs,kevin-cameron,,Oregon ,republican,a news release
mostly-true,"Today, our unemployment rate is 7.8 percent. That is the lowest in five years.",jobs,chris-christie,Governor of New Jersey,New Jersey,republican,a State of the State address
false,We have the highest tax rate anywhere in the world.,taxes,donald-trump,President-Elect,New York,republican,a speech.
extremely-false,"Says Bernie Sanders once said, Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.",health-care,viral-image,,,none,a graphic circulating on the Internet
mostly-true,"Rick Scott invested $38 million in the Port of Jacksonvilles vital Mile Point Project, which covered missing federal funds for the project.",economy$federal-budget$state-budget,republican-party-florida,,,republican,a newspaper ad
false,Says HJM 20 was the only bill not assigned to a House committee.,government-efficiency,oregon-catalyst,,,organization,a blog post.
half-true,Our companies are moving into Mexico more than almost any other place right now.,foreign-policy$trade,donald-trump,President-Elect,New York,republican,an interview on CNN.
half-true,Says Democratic recall opponent Mahlon Mitchell sent a letter encouraging folks to boycott more than 100 companies.,corporations$labor$unions$workers,rebecca-kleefisch,Candidate for lieutenant governor,Wisconsin,republican,an interview
true,Its been 17 years that weve had unemployment higher than the national average in Oregon.,economy$jobs,dennis-richardson,state representative,Oregon,republican,a campaign debate
barely-true,"Ethanol reduced gas prices by 89 cents per gallon in 2010, and if ethanol disappeared, gas prices could rise by as much as 92 percent.",agriculture$energy,renewable-fuels-association,Trade association,"Washington, D.C.",none,"an advertisement in Washington, D.C., Metro stations"
false,Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,education$labor,gail-collins,Columnist for the New York Times,New York,journalist,a column
half-true,Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources.,government-efficiency$taxes,gerry-connolly,U.S. Representative,Virginia,democrat,radio interview.
extremely-false,Says Texas retained the right to have a navy when it joined the United States.,history$military$states,chain-email,,,none,an email
false,Gov. Sarah Palin got precisely zero support for her call for Alaskas Democratic Senator Mark Begich to resign because Ted Stevens corruption conviction was overturned.,elections$pundits,rachel-maddow,MSNBC host,,none,an episode of her MSNBC show
barely-true,We flood communities with so many guns that it is easier for a teenager to buy a Glock than get his hands on a computer or even a book.,guns,barack-obama,President,Illinois,democrat,a speech at a memorial service in Dallas
barely-true,The federal health care plan costs Texas taxpayers $2.4 billion per year.,health-care$state-budget,david-dewhurst,Lieutenant governor,Texas,republican,a press release
true,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,county-budget$taxes,charlotte-nash,,Georgia,republican,an interview
false,Obama nominee Dawn Johnsen called motherhood 'involuntary servitude.',abortion,house-republicans,,,republican,a blog post.
half-true,"Many of the companies bankrolling the ad campaign against Amendment 4 are recipients of a congressional bailout, in the form of humongous tax refunds earlier this year.",florida$florida-amendments,chain-email,,,none,a chain e-mail
mostly-true,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,civil-rights$crime$guns,jerry-patterson,state land commissioner,Texas,republican,an online campaign video
false,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",social-security,charlie-crist,,Florida,democrat,an ABC News U.S. Senate debate.
false,Says George Washington said a free people should be armed to guard against government tyranny.,government-regulation$guns,louie-gohmert,U.S. House member,Texas,republican,an interview on ‘Fox News Sunday’
true,"Were. . . keeping and creating jobs in our state. From American Greetings, to Wendys, to Diebold, weve gone to their doorsteps to keep jobs right here in Ohio.",economy$job-accomplishments$jobs,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,an ad from the Republican Governors Association
true,Marijuana is less addictive than both alcohol and tobacco.,drugs$marijuana,earl-blumenauer,U.S. representative,Oregon,democrat,a website statement
false,"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.",guns$history,ben-carson,,,republican,his book A More Perfect Union
barely-true,Says he voted no on the Wall Street bailouts.,economy$financial-regulation$message-machine,glenn-nye,political adviser,Virginia,democrat,a TV ad
extremely-false,Says he was exonerated in every single case in 1990s ethics violations charges.,ethics,newt-gingrich,Co-host on CNN's Crossfire,Georgia,republican,a radio interview
barely-true,"Most of Ted Cruzs money comes from Washington, from outside the state of Texas.",campaign-finance,david-dewhurst,Lieutenant governor,Texas,republican,a radio interview.
mostly-true,"First, he was in favor of my plan, now he's attacking it.",iraq,joe-biden,U.S. senator,Delaware,democrat,
false,Nevada is still a state that is 80 percent white voters.,diversity$elections,brian-fallon,Spokesman for Hillary Clinton,,democrat,a MSNBC interview
true,Agriculture is the strongest industry in Ohio.,agriculture$economy,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,a speech to the Ohio Farm Bureau
false,"In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.",crime,joe-biden,U.S. senator,Delaware,democrat,statement on Web site
mostly-true,"More than 9,000 Rhode Island voters used the Moderate Party master lever mechanism and they didnt have a single Moderate on their ballot.",elections,kenneth-block,businessman,,republican,a television interview
half-true,"Since the first of the year, 153 businesses at last count had moved out of California to Texas.",economy,rick-perry,Governor,Texas,republican,on an episode of Fox & Friends
half-true,It has been 80 years since a Supreme Court vacancy was nominated and confirmed in an election year. There is a long tradition that you dont do this in an election year.,supreme-court,ted-cruz,Senator,Texas,republican,comments on Meet the Press
true,"Were spending $12,000 bucks a kid a year in the school system.",education$taxes,don-mcintire,,,newsmaker,a radio show
half-true,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost.",environment,michael-sullivan,"president and ceo, Empower Texans",Texas,republican,a Twitter post.
barely-true,Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,foreign-policy$military,claire-mccaskill,U.S. Senator,Missouri,democrat,an appearance on Fox News Sunday
false,On whether the federal government should set a minimum wage,economy$workers,donald-trump,President-Elect,New York,republican,a news conference
barely-true,"During eight years under Ronald Reagan, African-American median income rose by about $5,000.",corrections-and-updates$economy,ted-cruz,Senator,Texas,republican,"a town hall in Henniker, N.H."
half-true,Bill Clinton's peace dividend . . . cut the military 25 and 30 percent.,military,rudy-giuliani,Attorney,New York,republican,a Republican debate in Boca Raton.
true,"Since taking office in January 2011, the rainy day fund has increased by 226 percent.",state-budget,nathan-deal,,,republican,a speech
false,Says Hillary Clintons energy agenda will cost the U.S. economy over $5 trillion,energy,donald-trump,President-Elect,New York,republican,"a speech in Roanoke, Va."
barely-true,"Under Gov. Scott Walker, unemployment is increasing in Wisconsin at twice the rate it is nationally.",jobs,state-democratic-party-wisconsin,,Wisconsin,democrat,a news release
extremely-false,Says President Obama has waived the work requirement for welfare.,welfare,rick-santorum,,Pennsylvania,republican,a convention speech
half-true,On running a civil and polite campaign.,message-machine$campaign-advertising,roy-barnes,Attorney,Georgia,democrat,a television interview
extremely-false,"Nothing was done. I mean, $25 million was spent, but we dont have that (gun ownership)database.",guns,loretta-sanchez,member of Congress,California,democrat,a Capital Public Radio interview
barely-true,Says Mitt Romneys carried interest income was a tax trick.,candidates-biography$message-machine-2012$taxes,barack-obama,President,Illinois,democrat,a campaign ad
extremely-false,Scott Walkers income tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.,income$jobs$state-budget$state-finances$taxes,mary-burke,Madison school board member,Wisconsin,democrat,an interview
barely-true,The Southern Baptist Convention voted 13 years ago that women were inferior and had to be subservient to their husbands.,religion$women,jimmy-carter,,Georgia,democrat,an interview
half-true,Illegal immigration costs Georgia $2.4 billion a year,immigration,federation-american-immigration-reform,,,organization,a report
mostly-true,The worlds 62 richest people own the same wealth as the 3.6 billion poorest.,poverty,oxfam-america,,,none,a tweet
mostly-true,"On Donald Trumps plan to cut federal funding to sanctuary cities, because of a decision by the Supreme Court, no presidents in a position to cut off funding across the board. It has to be very specific to the matter at hand.",city-budget$county-budget$federal-budget$homeland-security$immigration$state-budget,bill-de-blasio,New York City Mayor,New York,democrat,a WNYC interview
half-true,"We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.",foreign-policy,john-mccain,U.S. senator,Arizona,republican,"a speech in South Portland, Maine"
false,The unemployment rate for young people is down from a 10.6 percent high in 2009 to 2.6 percent today.,economy$job-accomplishments$jobs$workers,michelle-obama,,Illinois,democrat,a speech
half-true,Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.,energy$taxes,ron-johnson,,Wisconsin,republican,a speech at a tea party rally in Oshkosh
mostly-true,An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,education$immigration,don-balfour,,,republican,a committee hearing
barely-true,I can't sign money. That's illegal.,legal-issues,hillary-clinton,Presidential candidate,New York,democrat,"a comment to a shopper at a supermarket in Des Moines, Iowa."
extremely-false,"If President Obama signs the Copenhagen climate change treaty, he will sign your freedom, your democracy, and your prosperity away forever and neither you nor any subsequent government you may elect would have any power whatsoever to take it back again.",environment$foreign-policy$legal-issues,christopher-monckton,conservative activist and member of the British nobility,United Kingdom,none,"a speech in St. Paul, Minn."
half-true,Says the Georgia Dome would need up to $350 million in work over the next five to seven years.,infrastructure$sports$taxes,kasim-reed,,,democrat,news story
half-true,There are more Hoosiers going to work than ever before.,economy$job-accomplishments$jobs,mike-pence,Governor,Indiana,republican,a speech at the Republican National Convention in Cleveland
false,Almost 37 percent of the total income from Planned Parenthood is from abortions.,abortion,ronald-renuart,State Representative,Florida,republican,comments during a committee hearing
true,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,criminal-justice,nicholas-kristof,,,none,a broadcast of the Daily Show
mostly-true,Says a state bill checks the spending habits of the Milwaukee County Board of Supervisors by bringing it in line with other county boards around the state.,county-budget$county-government$states,joe-sanfelippo,State Representative,Wisconsin,republican,legislative testimony
false,There are a multitude of vaccines that do not prevent deadly and crippling diseases.,public-health,ben-carson,,,republican,the second GOP debate
false,Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,county-budget$county-government$debt$transportation,clackamas-county-commission,,,none,a press release
false,On George Allens U.S. senate candidacy.,job-accomplishments,corey-stewart,"Chairman, Prince William County board of supervisors",Virginia,republican,TV and newspaper interviews.
mostly-true,Rubio admitted he would have accepted the stimulus money.,economy,charlie-crist,,Florida,democrat,a news release
false,"Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster.",health-care,monica-wehby,Pediatric neurosurgeon,Oregon,republican,a campaign news release
mostly-true,Says U.S. Senate rival Eric Hovde refused to pay his property taxes until he was taken to court.,city-government$government-regulation$message-machine-2012$taxes,tommy-thompson,,Wisconsin,republican,a TV ad
half-true,Chris Christie has not increased the taxes on anyone.,taxes,kim-guadagno,Lieutenant Governor of New Jersey,,republican,a speech to supporters in Carlstadt
false,Says Texas economy is about 30 percent larger than Australias.,economy$states,larry-kilgore,,,republican,a New York Times news story
mostly-true,"A high school dropout makes on average $19,000 a year, a high school graduate makes $28,000 a year, a college graduate makes $51,000 a year.",education$pundits,don-lemon,CNN anchor,Georgia,journalist,a commentary on CNN
extremely-false,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.",patriotism,blog-posting,,,none,various web pages
mostly-true,"Says Donald Trump was forced to file for bankruptcy not once, not twice, four times.",candidates-biography,carly-fiorina,,California,republican,the CNN debate
mostly-true,Nearly 60 percent of women who use birth control do so for more than just family planning.,health-care$supreme-court$women,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,a statement to the media
extremely-false,"Says Michele Bachmann said, The Chinese built a Great Wall 5,000 years ago. You dont see any illegal Mexicans in China.",immigration,facebook-posts,Social media posting,,none,a meme.
half-true,The Obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the United States.,stimulus,mitt-romney,Former governor,Massachusetts,republican,"a town hall in Grand Junction, Colo."
false,I made a bunch of these promises during the campaign. ... Weve got about 60 percent done in three years.,job-accomplishments$politifacts-top-promises,barack-obama,President,Illinois,democrat,a speech at a fundraiser
barely-true,Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi.,congress$federal-budget$foreign-policy,ronan-farrow,,,none,a segment on Ronan Farrow Daily
mostly-true,"More than 1,000 people ... move to Texas every day.",census$immigration$states,rick-perry,Governor,Texas,republican,press release
mostly-true,"In 2009, Yost spent 2.5 times more money than it took to run the (prosecutors) office before he got there.",job-accomplishments,progressohio,A liberal-oriented advocacy organization,Ohio,none,a video posted online in a blog article
false,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",jobs,georgia-department-transportation,,,none,a press release
true,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,federal-budget$health-care,sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,a speech
half-true,Said he opposed every budget Republican and Democrat.,federal-budget,jim-marshall,U.S. Rep.,Georgia,democrat,campaign video
extremely-false,I lost my health insurance and my doctor because of Obamacare.,health-care,reid-ribble,Candidate for 8th District U.S. House seat,Wisconsin,republican,a campaign news release
mostly-true,The national debt is larger than our entire annual economy.,debt$economy,jim-jordan,U.S. representative,Ohio,republican,a congressional hearing
half-true,"The violent crime rate in America is the same as it was in 1968, yet our prison system has grown by over 500 percent.",civil-rights$criminal-justice,john-lewis,Congressman,Georgia,democrat,an op-ed
extremely-false,Says Michelle Obama waved red communist flags on her trip to China.,foreign-policy$pop-culture,chain-email,,,none,a chain email
half-true,"A Texas law requires every high school to have a voter registrar and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.",education$elections,paul-saldana,"Community advocate, member and vice presidentof Austin Independent School District Board of Trustees",Texas,democrat,a civic summit hosted by Austin's KLRU-TV
false,Martin Luther King Jr. was a Republican!,bipartisanship$history,raging-elephants,Political Group,Texas,republican,a web post
barely-true,"The president has given 1,100 special waivers to his friends for Obamacare.",health-care,mick-mulvaney,"Representative, S.C. 5th congressional district",South Carolina,republican,an interview with CBS News
mostly-true,"Over the past two years, Florida has cut more than $1 billion in taxes.",taxes,rick-scott,Governor,Florida,republican,a press release
false,"Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.",corrections-and-updates$jobs,donald-trump,President-Elect,New York,republican,a rally outside Cleveland
mostly-true,"Says the Obama administration approved a major disaster declaration for Oklahoma in 2009, when nine of the states 77 counties burned for about three days, while Texas wildfires have been burning for longer without such a declaration.",natural-disasters,todd-staples,state agriculture commissioner,Texas,republican,a Texas Tribune interview
false,Martin Luther King Jr. was a Republican.,civil-rights$history,philip-van-cleave,president of the Virginia Citizens Defense League ,Virginia,organization,a speech.
barely-true,"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.",children$education$health-care$housing$public-health$welfare,glenn-grothman,"State Senator, 20th District",Wisconsin,republican,an interview
extremely-false,"Of course, there is large scale voter fraud happening on and before election day.",corrections-and-updates$elections,donald-trump,President-Elect,New York,republican,a tweet
mostly-true,"By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.",jobs$women$workers,mark-herring,State senator,Virginia,democrat,a Facebook post.
false,The sequester has already lost 1.6 million jobs.,deficit$federal-budget$jobs,harry-reid,Senate Democratic Leader,Nevada,democrat,a media availability with reporters
barely-true,"43,000 people are going to be kicked out of nursing homes or denied nursing home entrance if the Texas House version of the state budget passes into law.",health-care$state-budget,joaquin-castro,attorney,Texas,democrat,House floor debate.
half-true,Says Sherwin-Williams is making lead paint and poisoning people around the world.,consumer-safety$environment,occupational-knowledge-international,,,organization,a petition on Change.org
mostly-true,"For the first time in eight years, our budget also increases funding for persons with disabilities by $36 million to help more disabled people receive community-based services.",disability$medicaid$state-budget,rick-scott,Governor,Florida,republican,a State of the State speech
half-true,SaysGary Johnson and the Libertarian Party want to get rid of the public school system.,candidates-biography$children$education$families$government-regulation$history,chelsea-clinton,,,democrat,an interview with Cosmo
true,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.,elections,brian-kemp,Secretary of State,Georgia,republican,in editorials and op-ed articles
barely-true,Says $6 billion projected to accumulate in the states rainy day fund is already used.,state-budget$state-finances,charles-perry,CPA,Texas,republican,a Texas Tribune interview.
true,Says Donald Trump thinks stop-and-frisk is fine.,civil-rights$crime$criminal-justice$legal-issues,gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,an interview
mostly-true,Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.,homeland-security$immigration$terrorism,ron-desantis,member of Congress,Florida,republican,a House Oversight Committee National Security Subcommittee hearing
barely-true,Female students at UVA have a 20 percent chance of being sexually assaulted.,crime$public-safety,richard-saslaw,State Senate Minority Leader,Virginia,democrat,a presentation.
mostly-true,Says Health and Human Services Secretary Kathleen Sebelius told insurance companies they couldnt inform their policyholders of what they thought the impact of Obamacare would be on them.,corrections-and-updates$medicare,mitch-mcconnell,Senate minority leader,Kentucky,republican,an interview on Meet the Press
mostly-true,"Says that in his book, Rick Perry said that Social Security is unconstitutional.",legal-issues$social-security,mitt-romney,Former governor,Massachusetts,republican,a Republican presidential debate
barely-true,Says president is spending $2.2 billion to give away ObamaPhones.,federal-budget$public-safety,steve-stockman,U.S. representative,Texas,republican,a tweet
barely-true,Schools in some states are spending up to 100 days a year doing test-prep or actual testing.,education,randi-weingarten,,,none,a news release
half-true,Says Donald Trump says he has foreign policy experience because he ran the Miss Universe pageant in Russia.,candidates-biography$foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,a foreign policy speech 
barely-true,"The insurance companies are making that choice (to cancel or change policies), not the president.",corrections-and-updates$health-care,ezekiel-emanuel,Vice Provost for Global Initiatives and chair of the Department of Medical Ethics and Health Policy ,,democrat,a Fox News Sunday interview
half-true,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",federal-budget,bob-mcdonnell,Governor,Virginia,republican,the Republican response to the State of the Union
true,"Crimea was part of Russia until 1954, when it was given to the Soviet Republic of the Ukraine.",corrections-and-updates$history$military,mike-rogers,national security commentator for CNN,Michigan,republican,in comments on Fox's Fox News Sunday
extremely-false,Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending,health-care$small-business$taxes,one-wisconsin-now,,Wisconsin,organization,a news release
extremely-false,Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.,energy$foreign-policy$new-hampshire-2012,rick-perry,Governor,Texas,republican,a speech at a house party in New Hampshire.
true,Says the last non-partisan commission to improve the voting experience in America concluded that #VoterID was necessary.,elections,greg-abbott,governor,Texas,republican,a Twitter post.
false,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,city-government$government-regulation$message-machine-2012$market-regulation$water,eileen-brady,,,democrat,a debate 
barely-true,"Just like Hillary Clinton, Russ Feingold had a run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation -- while plotting another run for U.S. Senate.",campaign-finance$ethics$foreign-policy,republican-party-wisconsin,,Wisconsin,republican,a web ad
